Gender,YOB,Status,Type,Brand,Model,OS,Vendor,Week,Revenue
MALE,1988,ACTIVE,Prepaid,DARAGO,"301,I6,V1,V60,108",Proprietary OS,Proprietary OS,22,10.50
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710FN),Android,Google,22,10.83
MALE,1970,ACTIVE,Prepaid,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian,22,11.08
MALE,1992,ACTIVE,Prepaid,SYMPHONY,P6 PRO,Android,Google,22,11.30
MALE,1979,ACTIVE,Prepaid,SYMPHONY,E58,Android,Google,22,11.40
MALE,1991,ACTIVE,Prepaid,WESTERN,"D2, D3, D4, D5",Proprietary OS,Proprietary OS,22,11.77
MALE,1984,ACTIVE,Prepaid,HUAWEI,Y5 (2017),Android,Google,22,12.52
MALE,1981,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,22,12.72
MALE,1985,ACTIVE,Prepaid,NOKIA,215 DUAL SIM,Symbian OS,Symbian,22,13.13
FEMALE,1989,ACTIVE,Prepaid,HUAWEI,GT3 (NMO-L31),Android,Google,22,13.21
MALE,1992,ACTIVE,Prepaid,OPPO,CPH1609,Android,Google,22,13.22
MALE,1979,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,22,13.32
MALE,1981,ACTIVE,Prepaid,APPLE,IPHONE 7 (A1778),iOS,Apple,22,14.08
MALE,1980,ACTIVE,Prepaid,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian,22,14.37
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google,22,14.39
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 MINI (SM-J105B DS),Android,Google,22,14.66
MALE,1991,ACTIVE,Prepaid,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian,22,14.96
MALE,1976,ACTIVE,Prepaid,SYMPHONY,"T7 PRO, D24, W75, W94",Android,Google,22,15.18
MALE,1980,ACTIVE,Prepaid,NOKIA,105 (RM-1134),Symbian OS,Symbian,22,15.18
MALE,1971,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,22,15.24
FEMALE,1992,ACTIVE,Prepaid,OPPO,A57,Android,Google,22,15.28
FEMALE,1981,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,22,15.30
MALE,1959,ACTIVE,Prepaid,SYMPHONY,V110,Android,Google,22,15.36
MALE,1987,ACTIVE,Prepaid,NOKIA,6270,ISA,NOKIA,22,15.42
MALE,1995,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,22,15.57
MALE,1986,ACTIVE,Prepaid,SYMPHONY,"W15I, W31, D32I",Android,Google,22,15.69
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,22,15.73
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google,22,15.97
MALE,1976,ACTIVE,Prepaid,OPPO,CPH1803,Android,Google,22,16.22
MALE,1973,ACTIVE,Prepaid,SONYERICSSON,XPERIA T,Android,Google,22,16.23
MALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,22,16.85
MALE,1957,ACTIVE,Prepaid,SAMSUNG,GALAXY ON7 PRO (SM-G615F DS),Android,Google,22,16.85
MALE,1953,ACTIVE,Prepaid,WALTON DIGI-TECH,PRIMO E8I,Android,Google,22,16.92
MALE,1986,ACTIVE,Prepaid,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian,22,17.11
MALE,1989,ACTIVE,Prepaid,HUAWEI,HONOR 7X (BND-L21),Android,Google,22,17.17
FEMALE,1986,ACTIVE,Prepaid,NOKIA,225 DUAL SIM (RM-1011),Series40,Symbian,22,17.81
FEMALE,1988,ACTIVE,Prepaid,SYMPHONY,V120,Android,Google,22,17.92
MALE,1985,ACTIVE,Prepaid,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung,22,17.92
FEMALE,1982,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,22,18.07
MALE,1991,ACTIVE,Prepaid,SYMPHONY,P6,Android,Google,22,18.18
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,22,18.49
MALE,1981,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,22,18.62
MALE,1981,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,22,18.88
MALE,1965,ACTIVE,Prepaid,NOKIA,1100,Symbian OS,Symbian,22,19.10
MALE,1991,ACTIVE,Prepaid,SYMPHONY,"B11, L30, D31",Proprietary OS,Proprietary OS,22,19.77
FEMALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,22,20.05
MALE,1985,ACTIVE,Prepaid,NOKIA,215 DUAL SIM,Symbian OS,Symbian,22,20.32
FEMALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 2016 (SM-J510F DS),Android,Google,22,20.34
MALE,1955,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,22,20.39
MALE,1991,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,22,20.54
FEMALE,1985,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,23,0.42
FEMALE,1977,ACTIVE,Prepaid,SAMSUNG,"GALAXY S DUOS (GT-S7562,GT-S7566)",Android,Google,23,0.93
MALE,1984,ACTIVE,Prepaid,MOTOROLA,MOTO E (4TH GEN),Android,Google,23,2.02
MALE,1989,ACTIVE,Prepaid,XIAOMI,MI A2 LITE (M1805D1SG),Android,Google,23,2.11
MALE,1994,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,23,2.31
MALE,1963,ACTIVE,Prepaid,SYMPHONY,R20,Android,Google,23,2.36
MALE,1936,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 PRIME2 (SM-G611F DS),Android,Google,23,2.43
MALE,1987,ACTIVE,Prepaid,SYMPHONY,"T80, S200, W14, M44",Proprietary OS,Proprietary OS,23,2.72
MALE,1985,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,23,2.74
MALE,1959,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,23,3.52
FEMALE,1974,ACTIVE,Prepaid,HUAWEI,P10 LITE (WAS-LX1A),Android,Google,23,4.18
MALE,1978,ACTIVE,Prepaid,NOKIA,105 DS (TA-1034),Symbian OS,Symbian,23,4.20
MALE,1970,ACTIVE,Prepaid,SAMSUNG,GALAXY S9 PLUS (SM-G965F DS),Android,Google,23,4.30
FEMALE,1983,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,23,4.51
FEMALE,1988,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,23,4.51
MALE,1963,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,23,4.77
MALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,23,4.98
MALE,1985,ACTIVE,Prepaid,NOKIA,2610,Symbian OS,Symbian,23,5.13
FEMALE,1977,ACTIVE,Prepaid,LAVA,IRIS X9,Android,Google,23,5.45
MALE,1988,ACTIVE,Prepaid,NOKIA,"1280, 1282",Symbian OS,Symbian,23,5.47
MALE,1960,ACTIVE,Prepaid,HUAWEI,NOVA 2I (RNE-L22),Android,Google,23,5.73
MALE,1988,ACTIVE,Prepaid,NOKIA,130 DS (TA-1017),Proprietary OS,Proprietary OS,23,5.75
MALE,1958,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,23,5.82
MALE,1989,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,23,5.87
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google,23,6.06
FEMALE,1979,ACTIVE,Prepaid,HUAWEI,ENJOY 5 DUAL SIM TD-LTE (TIT-AL00),Android,Google,23,6.08
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710FN DD),Android,Google,23,6.37
FEMALE,1972,ACTIVE,Prepaid,SYMPHONY,"T100, L22, B14",Proprietary OS,Proprietary OS,23,6.49
MALE,1977,ACTIVE,Prepaid,FIVE STAR,"A101,A102,A103,A104,A105",Proprietary OS,Proprietary OS,23,6.50
MALE,1986,ACTIVE,Prepaid,SAMSUNG,SGH-B110E,Samsung OS,Samsung,23,6.78
FEMALE,1977,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google,23,6.98
MALE,1994,ACTIVE,Prepaid,WALTON,"PRIMO G5, HM, E4, F5, H4",Android,Google,23,7.19
MALE,1969,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,23,7.33
MALE,1975,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,23,7.56
MALE,1980,ACTIVE,Prepaid,SAMSUNG,GALAXY A7 2016 (SM-A710FD DS),Android,Google,23,7.78
MALE,1966,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,23,8.20
MALE,1975,ACTIVE,Prepaid,LAVA,IRIS 820,Android,Google,23,9.04
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY A7 2016 (SM-A710FD DS),Android,Google,23,9.14
MALE,1985,ACTIVE,Prepaid,HUAWEI,Y336,Android,Google,23,9.20
MALE,1989,ACTIVE,Prepaid,LAVA,IRIS 50,Android,Google,23,9.25
MALE,1967,ACTIVE,Prepaid,SYMPHONY,"E10, E60, ZVI",Android,Google,23,9.32
MALE,1936,ACTIVE,Prepaid,LG,K10 (K430DSY),Android,Google,23,9.40
MALE,1988,ACTIVE,Prepaid,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS,23,9.43
MALE,1972,ACTIVE,Prepaid,SONYERICSSON,XPERIA Z5 COMPACT TD-LTE (E5823),Android,Google,23,9.63
FEMALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,23,9.77
MALE,1988,ACTIVE,Prepaid,APPLE,IPHONE 6S PLUS (A1687),iOS,Apple,23,9.77
MALE,1979,ACTIVE,Prepaid,NOKIA,1208,Symbian OS,Symbian,23,9.84
MALE,1993,ACTIVE,Prepaid,AAMRA,WE T1,Android,Google,23,10.30
MALE,1966,ACTIVE,Prepaid,LG,G3 DUAL SIM TD-LTE (D858HK),Android,Google,23,10.32
MALE,1991,ACTIVE,Prepaid,SYMPHONY,V110,Android,Google,23,10.40
FEMALE,1960,ACTIVE,Prepaid,OPPO,F3 PLUS (CPH1613),Android,Google,23,10.48
FEMALE,1971,ACTIVE,Prepaid,RAJON,"FIVESTAR B-56, B-66, B-76, B-86, B-96",BADA,Samsung,23,10.68
FEMALE,1977,ACTIVE,Prepaid,XIAOMI,REDMI 5A (MCG3B),Android,Google,23,10.70
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME (SM-G530H DV),Android,Google,23,10.85
MALE,1989,ACTIVE,Prepaid,NOKIA,2690,Symbian OS,Symbian,23,11.26
MALE,1990,ACTIVE,Prepaid,SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung,23,11.76
MALE,1972,ACTIVE,Prepaid,NOKIA,"ASHA 300, 3000 GRAPHITE",Series40,Symbian,23,11.79
MALE,1965,ACTIVE,Prepaid,SAMSUNG,GALAXY FAME (GT-S6810P),Android,Google,23,11.99
MALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 2,Android,Google,23,12.12
MALE,1996,ACTIVE,Prepaid,JIN HUI MA,V11,Android,Google,23,12.24
MALE,1956,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,23,12.40
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,23,12.71
MALE,1985,ACTIVE,Prepaid,G-PHONE,"GP14,GP15,GP16,T66,T77",Proprietary OS,Proprietary OS,23,12.77
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY A5 DUOS (SM-A500H DS),Android,Google,23,12.78
MALE,1982,ACTIVE,Prepaid,SYMPHONY,H120,Android,Google,23,13.04
MALE,1989,ACTIVE,Prepaid,SYMPHONY,V110,Android,Google,23,13.15
MALE,1990,ACTIVE,Prepaid,SYMPHONY,"D27, W19, L25",Proprietary OS,Proprietary OS,23,13.18
FEMALE,1957,ACTIVE,Prepaid,HUAWEI,Y5II (CUN-L03),Android,Google,23,13.34
MALE,1963,ACTIVE,Prepaid,OPPO,F1s (A1601),Android,Google,23,13.38
FEMALE,1984,ACTIVE,Prepaid,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung,23,13.42
FEMALE,1984,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,23,13.71
MALE,1968,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 4 (2016102),Android,Google,23,13.93
MALE,1987,ACTIVE,Prepaid,SAMSUNG,Z1 DUOS (SM-Z130H DS),Tizen,Samsung,23,14.07
FEMALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,23,14.27
FEMALE,1982,ACTIVE,Prepaid,HUAWEI,Y541,Android,Google,23,14.70
MALE,1971,ACTIVE,Prepaid,HUAWEI,Y5 (2017),Android,Google,23,14.75
FEMALE,1992,ACTIVE,Prepaid,OPPO,A57,Android,Google,23,15.05
MALE,1975,ACTIVE,Prepaid,WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS,23,15.10
MALE,1983,ACTIVE,Prepaid,STIL,"SGC-01,SGC-02,SGC-0A,SGC-0B,SGC-0C",Proprietary OS,Proprietary OS,23,16.31
FEMALE,1972,ACTIVE,Prepaid,WALTON,PRIMO RM3,Android,Google,23,16.35
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GT-E1282T,Samsung OS,Samsung,23,16.54
MALE,1986,ACTIVE,Prepaid,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung,23,16.61
MALE,1983,ACTIVE,Prepaid,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung,23,16.82
FEMALE,1991,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,23,16.99
MALE,1960,ACTIVE,Prepaid,SAMSUNG,GALAXY ON7 PRO (SM-G615F DS),Android,Google,23,17.23
MALE,1988,ACTIVE,Prepaid,NOKIA,220,Series30,Symbian,23,17.33
FEMALE,1968,ACTIVE,Prepaid,LENOVO,A2010,Android,Google,23,17.58
MALE,1969,ACTIVE,Prepaid,NOKIA,107 DUAL SIM,Symbian OS,Symbian,23,17.98
MALE,1977,ACTIVE,Prepaid,NOKIA,112,Series40,Symbian,23,18.37
MALE,1967,ACTIVE,Prepaid,HUAWEI,GT3 (NMO-L31),Android,Google,23,18.44
MALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J700F DH),Android,Google,23,18.97
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700HDS),Android,Google,23,19.01
MALE,1962,ACTIVE,Prepaid,VIVO,1727,Android,Google,23,19.15
FEMALE,1977,ACTIVE,Prepaid,NOKIA,5030 XPRESSRADIO,Symbian OS,Symbian,23,19.20
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,23,19.24
MALE,1979,ACTIVE,Prepaid,XIAOMI,REDMI 4A,Android,Google,23,19.54
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY S V LTE-A (SM-G900A),Android,Google,23,19.56
MALE,1971,ACTIVE,Prepaid,NOKIA,220,Series30,Symbian,23,20.15
MALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,23,20.70
MALE,1975,ACTIVE,Prepaid,WALTON,PRIMO RX5,Android,Google,23,20.74
MALE,1984,ACTIVE,Prepaid,SYMPHONY,V49,Android,Google,23,21.14
FEMALE,1991,ACTIVE,Prepaid,MICROSOFT,LUMIA 640 XL DUAL SIM (RM-1067),Windows phone,Microsoft,23,22.86
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY ON7 DUOS TD-LTE (SM-G610F),Android,Google,24,1.15
MALE,1996,ACTIVE,Prepaid,WALTON,"PRIMO RH, Z, EF3, R4, S4",Android,Google,24,1.34
FEMALE,1993,ACTIVE,Prepaid,KINGSTAR,"KS-B20,KS-B21,KS-B23,KS-B24,KS-B25",Proprietary OS,Proprietary OS,24,1.47
FEMALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google,24,1.49
FEMALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,24,1.84
MALE,1963,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,24,2.02
MALE,1989,ACTIVE,Prepaid,HTC,DESIRE EYE (0PFH200),Android,Google,24,2.26
MALE,1989,ACTIVE,Prepaid,APPLE,IPHONE X (A1901),iOS,Apple,24,2.28
MALE,1988,ACTIVE,Prepaid,NOKIA,105 (RM-1134),Symbian OS,Symbian,24,2.50
MALE,1965,ACTIVE,Prepaid,HTC,2PZS100,Android,Google,24,2.58
FEMALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI 4A (2016111),Android,Google,24,3.40
MALE,1989,ACTIVE,Prepaid,XIAOMI,MI A1 (MDG2),Android,Google,24,3.52
MALE,1970,ACTIVE,Prepaid,APPLE,IPHONE 5 (A1429),iOS,Apple,24,3.64
MALE,1994,ACTIVE,Prepaid,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian,24,3.85
FEMALE,1985,ACTIVE,Prepaid,WINSTAR,"W90,W100,W200,W300,W400",Proprietary OS,Proprietary OS,24,4.06
FEMALE,1992,ACTIVE,Prepaid,VIVO,Y53 (1606),Android,Google,24,4.27
MALE,1980,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google,24,4.36
FEMALE,1985,ACTIVE,Prepaid,ASUS,ZENFONE 5 (A501CG),Android,Google,24,4.39
MALE,1989,ACTIVE,Prepaid,LENOVO,VIBE P1M DUAL SIM TD-LTE,Android,Google,24,4.51
FEMALE,1981,ACTIVE,Prepaid,SYMPHONY,P9,Android,Google,24,4.75
MALE,1969,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,24,5.22
MALE,1988,ACTIVE,Prepaid,ITEL,IT2180,Proprietary OS,Proprietary OS,24,5.31
MALE,1982,ACTIVE,Prepaid,TECNO,F3,Android,Google,24,5.91
FEMALE,1977,ACTIVE,Prepaid,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS,24,6.04
FEMALE,1980,ACTIVE,Prepaid,WALTON,PRIMO ZX2 MINI,Android,Google,24,6.13
FEMALE,1969,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,24,6.75
MALE,1954,ACTIVE,Prepaid,APPLE,IPHONE X (A1901),iOS,Apple,24,6.94
MALE,1957,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,24,7.22
MALE,1971,ACTIVE,Prepaid,SPORTS,"SP1, SP3, SP7, SP9, SP10",Proprietary OS,Proprietary OS,24,7.37
MALE,1953,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME (SM-G531F),Android,Google,24,7.57
FEMALE,1991,ACTIVE,Prepaid,SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung,24,7.69
MALE,1980,ACTIVE,Prepaid,OK MOBILE,M10,Android,Google,24,7.73
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,24,7.79
FEMALE,1960,ACTIVE,Prepaid,WINMAX,"W1,W2,W3,W4",Proprietary OS,Proprietary OS,24,7.87
MALE,1968,ACTIVE,Prepaid,SB TEL,"SYMPHONY M82, T63, B4, T48, B4I",Proprietary OS,Proprietary OS,24,8.14
MALE,1980,ACTIVE,Prepaid,NOKIA,215 DUAL SIM,Symbian OS,Symbian,24,8.16
MALE,1949,ACTIVE,Prepaid,NOKIA,1200,Symbian OS,Symbian,24,8.22
MALE,1971,ACTIVE,Prepaid,SYMPHONY,"BL40, BL45",Proprietary OS,Proprietary OS,24,8.32
MALE,1994,ACTIVE,Prepaid,NOKIA,220,Series30,Symbian,24,8.40
MALE,1971,ACTIVE,Prepaid,WINSTAR,"W27,W37,W38,W47,W48",Proprietary OS,Proprietary OS,24,9.31
FEMALE,1989,ACTIVE,Prepaid,LAVA,R1,Android,Google,24,9.48
MALE,1994,ACTIVE,Prepaid,NOKIA,105 DS (TA-1034),Symbian OS,Symbian,24,9.64
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY NOTE 4 TD-LTE DUOS (SM-N9100),Android,Google,24,11.11
MALE,1960,ACTIVE,Prepaid,HUAWEI,Y6 II DUAL SIM (CAM-L21),Android,Google,24,11.19
MALE,1981,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google,24,11.85
MALE,1987,ACTIVE,Prepaid,MYCELL,"S1, S2, S3, S4, F2",Proprietary OS,Proprietary OS,24,12.03
MALE,1982,ACTIVE,Prepaid,NOKIA,5 DS (TA-1053),Android,Google,24,12.11
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,24,12.14
FEMALE,1974,ACTIVE,Prepaid,NOKIA,110,Series40,Symbian,24,12.20
MALE,1957,ACTIVE,Prepaid,XIAOMI,REDMI 5A (MCG3B),Android,Google,24,12.27
MALE,1971,ACTIVE,Prepaid,HUAWEI,GR3,Android,Google,24,12.60
FEMALE,1967,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS LTE (SM-J500GDS),Android,Google,24,12.99
MALE,1993,ACTIVE,Prepaid,WALTON,PRIMO GH7,Android,Google,24,13.03
MALE,1988,ACTIVE,Prepaid,OPPO,CPH1729,Android,Google,24,13.19
MALE,1961,ACTIVE,Prepaid,APPLE,IPHONE 7 (A1778),iOS,Apple,24,13.26
MALE,1967,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,24,13.26
MALE,1990,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,24,13.43
MALE,1994,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,24,13.61
MALE,1989,ACTIVE,Prepaid,SYMPHONY,H60,Android,Google,24,13.85
FEMALE,1967,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google,24,13.85
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY V PLUS DUOS (SM-G318HZ DD),Android,Google,24,13.87
FEMALE,1994,ACTIVE,Prepaid,HUAWEI,G PLAY MINI (CHC-U01),Android,Google,24,13.98
MALE,1991,ACTIVE,Prepaid,NOKIA,3310 3G (TA-1006),Proprietary OS,Proprietary OS,24,14.13
FEMALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,24,14.14
FEMALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,24,14.18
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google,24,14.18
MALE,1980,ACTIVE,Prepaid,OPPO,A37 (A37F),Android,Google,24,14.25
MALE,1960,ACTIVE,Prepaid,SYMPHONY,P6,Android,Google,24,14.26
FEMALE,1980,ACTIVE,Prepaid,OPPO,A37 (A37FW),Android,Google,24,14.27
MALE,1970,ACTIVE,Prepaid,WALTON,PRIMO D7,Android,Google,24,14.39
MALE,1981,ACTIVE,Prepaid,NOKIA,215 DUAL SIM,Symbian OS,Symbian,24,14.62
MALE,1988,ACTIVE,Prepaid,HUAWEI,Y6II (CAM-L21),Android,Google,24,14.67
FEMALE,1969,ACTIVE,Prepaid,NOKIA,"105, 1050 (RM-908)",Series30,Symbian,24,14.71
MALE,1993,ACTIVE,Prepaid,SYMPHONY,V49,Android,Google,24,15.12
MALE,1985,ACTIVE,Prepaid,HUAWEI,P9 LITE,Android,Google,24,15.29
MALE,1994,ACTIVE,Prepaid,KIMFLY,M10,Android,Google,24,15.43
MALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND NEO DS (GT-I9060),Android,Google,24,15.43
MALE,1954,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,24,15.49
MALE,1953,ACTIVE,Prepaid,SYMPHONY,I21,Android,Google,24,15.80
MALE,1974,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,24,16.66
MALE,1960,ACTIVE,Prepaid,HUAWEI,Y3 2017 (CRO-U00),Android,Google,24,17.20
MALE,1989,ACTIVE,Prepaid,TINMO,F900,Proprietary OS,Proprietary OS,24,17.37
MALE,1993,ACTIVE,Prepaid,OPPO,CPH1609,Android,Google,24,17.49
MALE,1985,ACTIVE,Prepaid,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian,24,17.52
FEMALE,1995,ACTIVE,Prepaid,SAMSUNG,GALAXY A6 PLUS (SM-A605F DS),Android,Google,24,17.89
MALE,1962,ACTIVE,Prepaid,ITEL,S11X,Android,Google,24,17.91
MALE,1948,ACTIVE,Prepaid,WALTON,"PRIMO EM, RM2, RH2, WALPAD C, EM2",Android,Google,24,18.22
FEMALE,1967,ACTIVE,Prepaid,HTC,DESIRE 626G PLUS DUAL SIM,Android,Google,24,18.23
MALE,1986,ACTIVE,Prepaid,ITEL,IT5600,Proprietary OS,Proprietary OS,24,18.31
FEMALE,1987,ACTIVE,Prepaid,NOKIA,6020,Symbian OS,Symbian,24,18.50
FEMALE,1992,ACTIVE,Prepaid,STIL,"SGC-01,SGC-02,SGC-0A,SGC-0B,SGC-0C",Proprietary OS,Proprietary OS,24,18.62
MALE,1962,ACTIVE,Prepaid,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS,24,19.26
MALE,1987,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,24,19.29
MALE,1974,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,24,20.00
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google,24,20.22
MALE,1976,ACTIVE,Prepaid,SYMPHONY,P6 PRO,Android,Google,24,20.28
MALE,1968,ACTIVE,Prepaid,SYMPHONY,"L35, W66, W72, W160",Proprietary OS,Proprietary OS,24,20.41
MALE,1986,ACTIVE,Prepaid,APPLE,IPHONE 7 PLUS (A1784),iOS,Apple,24,21.45
FEMALE,1969,ACTIVE,Prepaid,HTC,ONE A9 (2PQ9100),Android,Google,24,21.51
