Gender,YOB,Status,Type,Brand,Model,OS,Vendor,Week,Revenue
MALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,24,22.02
MALE,1990,ACTIVE,Prepaid,MICROMAX,X808,NUCLEUS,Mentor Graphics,24,22.34
MALE,1982,ACTIVE,Prepaid,MICROSOFT,LUMIA 435 DUAL SIM (RM-1069),Windows phone,Microsoft,24,22.39
MALE,1978,ACTIVE,Prepaid,NOKIA,1202,Symbian OS,Symbian,24,22.44
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GT-E1272,Samsung OS,Samsung,24,23.48
FEMALE,1980,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 5 (M1803E7SH),Android,Google,24,23.62
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,24,25.69
MALE,1991,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,25,0.21
MALE,1999,ACTIVE,Prepaid,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS,25,0.31
MALE,1994,ACTIVE,Prepaid,SYMPHONY,I20,Android,Google,25,0.90
MALE,1982,ACTIVE,Prepaid,SYMPHONY,"D26, W128, W71I, W70Q",Proprietary OS,Proprietary OS,25,1.06
MALE,1992,ACTIVE,Prepaid,APPLE,IPHONE 7 PLUS (A1784),iOS,Apple,25,1.22
MALE,1960,ACTIVE,Prepaid,NOKIA,105 DS (TA-1034),Symbian OS,Symbian,25,1.33
FEMALE,1994,ACTIVE,Prepaid,WINMAX,"WX82 WX83,WX90,WX91",Android,Google,25,1.49
MALE,1987,ACTIVE,Prepaid,SYMPHONY,I20,Android,Google,25,1.70
FEMALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,25,2.27
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,25,2.48
MALE,1975,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google,25,2.54
MALE,1975,ACTIVE,Prepaid,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS,25,2.64
MALE,1977,ACTIVE,Prepaid,WALTON,PRIMO G7,Android,Google,25,2.74
MALE,1992,ACTIVE,Prepaid,WINMAX,"WX82 WX83,WX90,WX91",Android,Google,25,3.05
MALE,1991,ACTIVE,Prepaid,XIAOMI,MI A2 (M1804D2SG),Android,Google,25,3.11
MALE,1991,ACTIVE,Prepaid,OPPO,CPH1801,Android,Google,25,3.11
MALE,1962,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google,25,4.05
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND II DUOS (SM-G7102),Android,Google,25,4.15
MALE,1987,ACTIVE,Prepaid,ITEL,IT5622,Proprietary OS,Proprietary OS,25,4.22
FEMALE,1980,ACTIVE,Prepaid,MAXIMUS,M87,Proprietary OS,Proprietary OS,25,4.42
FEMALE,1976,ACTIVE,Prepaid,LAVA,IRIS 505,Android,Google,25,4.65
FEMALE,1982,ACTIVE,Prepaid,NOKIA,110,Series40,Symbian,25,5.16
MALE,1978,ACTIVE,Prepaid,ITEL,S11,Android,Google,25,5.18
MALE,1996,ACTIVE,Prepaid,NOKIA,"101, 1010",Symbian OS,Symbian,25,5.21
MALE,1982,ACTIVE,Prepaid,LENOVO,VIBE C2,Android,Google,25,5.41
MALE,1993,ACTIVE,Prepaid,ITEL,IT5600,Proprietary OS,Proprietary OS,25,5.75
MALE,1986,ACTIVE,Prepaid,NOKIA,E63,Series60,Symbian,25,5.76
MALE,1980,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,25,5.76
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 ACE DUOS (SM-J110F DS),Android,Google,25,5.81
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google,25,6.25
MALE,1982,SUSPEND,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,25,6.25
MALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,25,6.29
MALE,1947,ACTIVE,Prepaid,SYMPHONY,"B9, FT34, B11I, H50",Proprietary OS,Proprietary OS,25,6.30
MALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 PRIME DUOS (SM-G570F DS),Android,Google,25,6.87
MALE,1992,ACTIVE,Prepaid,WALTON,"PRIMO NX2, G6, D6, GH4, E5",Android,Google,25,7.45
FEMALE,1967,ACTIVE,Prepaid,SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung,25,7.48
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME (SM-G530H),Android,Google,25,7.69
MALE,1989,ACTIVE,Prepaid,SYMPHONY,"W67, F15, H50, B12",Android,Google,25,7.86
MALE,1967,ACTIVE,Prepaid,SYMPHONY,T40,Proprietary OS,Proprietary OS,25,8.20
MALE,1996,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,25,9.05
MALE,1983,ACTIVE,Prepaid,NOKIA,"1280, 1282",Symbian OS,Symbian,25,9.09
MALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,25,9.20
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 (SM-J510FN),Android,Google,25,9.55
MALE,1960,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,25,9.57
MALE,1989,ACTIVE,Prepaid,SYMPHONY,ROAR E79,Android,Google,25,9.80
MALE,1962,ACTIVE,Prepaid,GREYMARKET,HANDSET,Proprietary OS,Proprietary OS,25,10.53
MALE,1983,ACTIVE,Prepaid,ITEL,S11,Android,Google,25,10.68
FEMALE,1973,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,25,11.17
MALE,1994,ACTIVE,Prepaid,SYMPHONY,P6,Android,Google,25,11.24
MALE,1982,ACTIVE,Prepaid,NOKIA,1200,Symbian OS,Symbian,25,11.47
MALE,1995,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,25,11.86
FEMALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME (SM-G530H DV),Android,Google,25,12.74
MALE,1988,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,25,12.84
MALE,1988,ACTIVE,Prepaid,MYCELL,"BEE5,BEE6,MI9,MI10,BEE11",Proprietary OS,Proprietary OS,25,12.90
MALE,1978,ACTIVE,Prepaid,OPPO,A37 (A37FW),Android,Google,25,12.99
MALE,1971,ACTIVE,Prepaid,AAMRA,WE V4,Android,Google,25,13.38
MALE,1971,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,25,13.75
MALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI 5 (MDG1),Android,Google,25,13.88
MALE,1964,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,25,13.98
MALE,1986,ACTIVE,Prepaid,BY2,"M55, M630, P300, V202",Proprietary OS,Proprietary OS,25,14.00
MALE,1981,ACTIVE,Prepaid,OPPO,CPH1819,Android,Google,25,14.10
MALE,1996,ACTIVE,Prepaid,HUAWEI,Y3 2017 (CRO-U00),Android,Google,25,14.52
MALE,1994,ACTIVE,Prepaid,ASUS,ZENFONE GO ZB500KG (X00BD),Android,Google,25,14.60
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google,25,14.71
MALE,1994,ACTIVE,Prepaid,HUAWEI,G PLAY MINI (CHC-U01),Android,Google,25,15.07
MALE,1994,ACTIVE,Prepaid,SYMPHONY,H400,Android,Google,25,15.35
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,25,15.65
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY ACE STYLE (SM-G313HZ),Android,Google,25,15.81
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,25,15.85
MALE,1958,ACTIVE,Prepaid,HTC,DESIRE 830,Android,Google,25,16.19
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,25,16.42
MALE,1993,ACTIVE,Prepaid,SYMPHONY,"V25, V55, V70, T54",Android,Google,25,16.51
MALE,1962,ACTIVE,Prepaid,HTC,DESIRE 530 4G LTE (2PST110),Android,Google,25,16.59
MALE,1976,ACTIVE,Prepaid,WALTON,"PRIMO N1, N2, D1, G3, G4",Android,Google,25,17.64
MALE,1991,ACTIVE,Prepaid,ITEL,IT1507,Android,Google,25,17.70
MALE,1980,ACTIVE,Prepaid,NOKIA,"1280, 1282",Symbian OS,Symbian,25,17.76
MALE,1988,ACTIVE,Prepaid,HUAWEI,NOVA 2I (RNE-L22),Android,Google,25,18.39
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,25,18.75
MALE,1985,ACTIVE,Prepaid,SYMPHONY,"T7 ULTRA, B12, P5",Android,Google,25,18.83
MALE,1970,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google,25,18.96
MALE,1975,ACTIVE,Prepaid,NOKIA,"105, 1050 (RM-908)",Series30,Symbian,25,19.17
MALE,1969,ACTIVE,Prepaid,NOKIA,6 DS (TA-1021),Android,Google,25,19.52
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google,25,19.52
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,25,19.62
MALE,1995,ACTIVE,Prepaid,SYMPHONY,"L22, T49, D26, W70Q, V30",Proprietary OS,Proprietary OS,25,19.63
MALE,1987,ACTIVE,Prepaid,OPPO,F1s (A1601),Android,Google,25,19.71
MALE,1995,SUSPEND,Prepaid,MAXIMUS,M211S,Proprietary OS,Proprietary OS,25,19.71
MALE,1995,ACTIVE,Prepaid,XIAOMI,REDMI 5 (MDG1),Android,Google,25,19.92
MALE,1964,ACTIVE,Prepaid,WINMAX,"BD15,BD25,BD35,BD45",Symbian OS,Symbian,25,19.94
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google,25,19.95
MALE,1975,ACTIVE,Prepaid,NOKIA,220,Series30,Symbian,25,20.01
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,25,20.08
MALE,1984,ACTIVE,Prepaid,SAMSUNG,SM-J600G DS,Samsung OS,Samsung,25,20.37
MALE,1984,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,25,20.37
MALE,1988,ACTIVE,Prepaid,GREYMARKET,HANDSET,Proprietary OS,Proprietary OS,25,21.07
FEMALE,1977,ACTIVE,Prepaid,LG,K10 (K420N),Android,Google,25,22.02
FEMALE,1977,SUSPEND,Prepaid,MICROMAX,Q398,Android,Google,26,0.72
MALE,1985,ACTIVE,Prepaid,NOKIA,"100, 1000",Symbian OS,Symbian,26,0.75
MALE,1962,ACTIVE,Prepaid,LENOVO,P70,Android,Google,26,0.94
MALE,1966,ACTIVE,Prepaid,OPPO,A37 (A37FW),Android,Google,26,0.94
MALE,1989,ACTIVE,Prepaid,WESTERN,"D2, D3, D4, D5",Proprietary OS,Proprietary OS,26,1.08
MALE,1995,ACTIVE,Prepaid,SYMPHONY,V52,Android,Google,26,1.81
MALE,1980,ACTIVE,Prepaid,LENOVO,A536,Android,Google,26,2.31
MALE,1985,ACTIVE,Prepaid,ITEL,A32F,Android,Google,26,2.47
MALE,1975,ACTIVE,Prepaid,HUAWEI,GT3 (NMO-L31),Android,Google,26,2.78
MALE,1986,ACTIVE,Prepaid,TECNO,CAMON I (IN5),Android,Google,26,2.91
MALE,1967,ACTIVE,Prepaid,WESTERN,"D2, D3, D4, D5",Proprietary OS,Proprietary OS,26,2.97
MALE,1960,ACTIVE,Prepaid,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google,26,3.34
MALE,1990,ACTIVE,Prepaid,SB TEL,"SYMPHONY B19, E76",Proprietary OS,Proprietary OS,26,3.65
FEMALE,1963,ACTIVE,Prepaid,LAVA,IRIS 505,Android,Google,26,3.76
MALE,1988,ACTIVE,Prepaid,NOKIA,ASHA 230 (RM-986),Asha Software,NOKIA,26,3.77
MALE,1975,ACTIVE,Prepaid,LAVA,IRIS 705,Android,Google,26,3.94
MALE,1995,ACTIVE,Prepaid,SAMSUNG,GALAXY TREND II (SM-G318MZDS),Android,Google,26,3.99
MALE,1986,ACTIVE,Prepaid,HUAWEI,Y7 (TRT-LX2),Android,Google,26,4.01
MALE,1959,ACTIVE,Prepaid,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS,26,4.21
MALE,1988,ACTIVE,Prepaid,HTC,0PMG200,Android,Google,26,4.36
MALE,1970,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,26,4.54
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google,26,4.73
MALE,1997,ACTIVE,Prepaid,ERICSSON,BYTWO BS400,Android,Google,26,4.91
FEMALE,1985,ACTIVE,Prepaid,SYMPHONY,H175,Android,Google,26,5.61
MALE,1975,ACTIVE,Prepaid,MEIZU,M3 NOTE,Android,Google,26,5.92
MALE,1991,ACTIVE,Prepaid,OPPO,A1603,Android,Google,26,6.04
MALE,1989,ACTIVE,Prepaid,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS,26,6.05
MALE,1979,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,26,6.34
MALE,1986,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,26,6.54
MALE,1991,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,26,6.96
MALE,1968,ACTIVE,Prepaid,NOKIA,6 (TA-1000),Android,Google,26,7.02
MALE,1996,ACTIVE,Prepaid,XIAOMI,REDMI 5 PLUS,Android,Google,26,7.17
MALE,1983,ACTIVE,Prepaid,WALTON,PRIMO F7,Android,Google,26,7.17
MALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY PLAYER 5.8 (GT-I9152),Android,Google,26,7.19
MALE,1967,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 3 (2015112),Android,Google,26,8.17
MALE,1989,ACTIVE,Prepaid,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS,26,8.27
MALE,1996,ACTIVE,Prepaid,SYMPHONY,I20,Android,Google,26,8.29
MALE,1994,ACTIVE,Prepaid,LAVA,IRIS 821,Android,Google,26,8.66
MALE,1988,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,26,8.80
MALE,1996,ACTIVE,Prepaid,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS,26,8.98
MALE,1981,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,26,9.00
MALE,1983,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,26,9.12
MALE,1989,ACTIVE,Prepaid,LENOVO,A328,Android,Google,26,9.27
MALE,1982,ACTIVE,Prepaid,SB TEL,"SYMPHONY B19, E76",Proprietary OS,Proprietary OS,26,9.39
MALE,1994,ACTIVE,Prepaid,SYMPHONY,"E10, E60, ZVI",Android,Google,26,9.40
MALE,1962,ACTIVE,Prepaid,SAMSUNG,GALAXY A7 2017 (SM-A720F),Android,Google,26,9.47
MALE,1989,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,26,9.58
MALE,1978,ACTIVE,Prepaid,SMOBILE,"P16,Q5,S810,S860,S880",Proprietary OS,Proprietary OS,26,9.80
MALE,1967,ACTIVE,Prepaid,SAMSUNG,SCH-W120,Samsung OS,Samsung,26,9.96
MALE,1996,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,26,10.00
MALE,1988,ACTIVE,Prepaid,HUAWEI,NEXUS 6P SPECIAL EDITION TD-LTE (H1512),Android,Google,26,10.18
MALE,1987,ACTIVE,Prepaid,OPPO,F1W SELFIE EXPERT,Android,Google,26,10.44
FEMALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,26,10.62
MALE,1985,ACTIVE,Prepaid,SYMPHONY,"M40,W68,W82,M100,W140",Proprietary OS,Proprietary OS,26,10.92
MALE,1960,ACTIVE,Prepaid,NOKIA,C2-00,Symbian OS,Symbian,26,10.95
MALE,1980,ACTIVE,Prepaid,TECNO,CAMON I (IN5),Android,Google,26,11.16
MALE,1985,ACTIVE,Prepaid,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS,26,11.48
MALE,1982,ACTIVE,Prepaid,WINSTAR,"W7000,W8000,W9000,W902,W903",Proprietary OS,Proprietary OS,26,11.84
MALE,1985,ACTIVE,Prepaid,WALTON,PRIMO H7,Android,Google,26,11.91
FEMALE,1988,ACTIVE,Prepaid,FIVE STAR,"A101,A102,A103,A104,A105",Proprietary OS,Proprietary OS,26,12.07
MALE,1982,ACTIVE,Prepaid,ASUS,ZENFONE 5 (A501CG),Android,Google,26,12.14
MALE,1978,ACTIVE,Prepaid,MYCELL,"BEE17,BEE19, BEE18,M103,M104",Proprietary OS,Proprietary OS,26,12.67
MALE,1970,ACTIVE,Prepaid,G-PHONE,"GP14,GP15,GP16,T66,T77",Proprietary OS,Proprietary OS,26,12.80
FEMALE,1969,ACTIVE,Prepaid,ITEL,IT1513,Android,Google,26,13.01
MALE,1957,ACTIVE,Prepaid,SAMSUNG,GALAXY S V (SM-G900H),Android,Google,26,13.53
MALE,1981,ACTIVE,Prepaid,WESTERN,"D15,D16,D17,D18",Symbian OS,Symbian,26,13.62
MALE,1988,ACTIVE,Prepaid,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google,26,13.63
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY NOTE 4 LTE-A (SM-N910C),Android,Google,26,14.14
MALE,1973,ACTIVE,Prepaid,SB TEL,"SYMPHONY D29, L18, STUDIO 50",Proprietary OS,Proprietary OS,26,14.55
FEMALE,1982,ACTIVE,Prepaid,LAVA,IRIS 505,Android,Google,26,14.58
MALE,1995,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,26,14.79
MALE,1989,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,26,15.81
FEMALE,1976,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,26,16.57
FEMALE,1972,ACTIVE,Prepaid,SYMPHONY,H300,Android,Google,26,16.57
FEMALE,1966,ACTIVE,Prepaid,NOKIA,215 DUAL SIM,Symbian OS,Symbian,26,16.78
FEMALE,1977,ACTIVE,Prepaid,WALTON,PRIMO GF5,Android,Google,26,16.78
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,26,17.07
FEMALE,1987,ACTIVE,Prepaid,NOKIA,5030 XPRESSRADIO,Symbian OS,Symbian,26,17.47
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,26,17.71
FEMALE,1975,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,26,17.88
MALE,1967,ACTIVE,Prepaid,XIAOMI,REDMI S2,Android,Google,26,17.93
MALE,1982,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,26,18.14
MALE,1947,ACTIVE,Prepaid,SAMSUNG,CORBY (SGH-S3650),Samsung OS,Samsung,26,18.42
MALE,1995,ACTIVE,Prepaid,SAMSUNG,SM-G5308W TD-LTE,Android,Google,26,18.70
MALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,26,18.79
MALE,1990,ACTIVE,Prepaid,LAVA,IRIS 870,Android,Google,26,19.33
MALE,1982,ACTIVE,Prepaid,HUAWEI,ENJOY 5 DUAL SIM TD-LTE (TIT-AL00),Android,Google,26,19.46
MALE,1990,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,26,19.82
MALE,1986,ACTIVE,Prepaid,ACER,LIQUID Z5 (Z150-US),Android,Google,26,20.27
MALE,1982,ACTIVE,Prepaid,HUAWEI,Y6II (CAM-L21),Android,Google,26,20.72
MALE,1967,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google,26,20.96
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,27,0.89
FEMALE,1970,ACTIVE,Prepaid,NOKIA,"ASHA 206,2060",Series40,Symbian,27,0.95
MALE,1977,ACTIVE,Prepaid,WIKO,LENNY3,Android,Google,27,1.00
MALE,1983,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,27,1.44
MALE,1983,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,27,2.10
FEMALE,1971,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,27,2.29
FEMALE,1988,ACTIVE,Prepaid,WALTON,PRIMO NH2 LITE,Android,Google,27,2.40
MALE,1975,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google,27,2.65
MALE,1983,ACTIVE,Prepaid,LAVA,IRIS 505,Android,Google,27,2.87
MALE,1978,ACTIVE,Prepaid,HUAWEI,NOVA 2I (RNE-L22),Android,Google,27,3.08
MALE,1997,ACTIVE,Prepaid,ITEL,S11,Android,Google,27,3.10
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google,27,3.31
MALE,1967,ACTIVE,Prepaid,LAVA,IRIS 705,Android,Google,27,3.36
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google,27,3.88
MALE,1995,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 4 (2016102),Android,Google,27,3.94
MALE,1978,ACTIVE,Prepaid,WALTON,PRIMO H6 PLUS,Android,Google,27,4.11
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,27,4.46
FEMALE,1982,ACTIVE,Prepaid,NOKIA,230 DUAL SIM (RM-1172),Series30,Symbian,27,4.58
MALE,1964,ACTIVE,Prepaid,SAMSUNG,GALAXY J1(SM-J120G-DS),Android,Google,27,4.65
FEMALE,1984,ACTIVE,Prepaid,NOKIA,103,Symbian OS,Symbian,27,5.06
MALE,1998,ACTIVE,Prepaid,APPLE,IPHONE 5S (A1457),iOS,Apple,27,5.73
MALE,1973,ACTIVE,Prepaid,XIAOMI,REDMI 3S DUAL SIM TD-LTE (2016030),Android,Google,27,5.81
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME (SM-G530H),Android,Google,27,6.23
MALE,1997,ACTIVE,Prepaid,XIAOMI,REDMI 4X,Android,Google,27,6.41
MALE,1996,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS 3-VE (SM-G316HU-DD),Android,Google,27,6.89
MALE,1979,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,27,6.99
MALE,1972,ACTIVE,Prepaid,SB TEL,"H55, M90, D28, M85",Android,Google,27,7.04
FEMALE,1988,ACTIVE,Prepaid,WINMAX,"W40,W50, W90,W100",Proprietary OS,Proprietary OS,27,7.25
MALE,1986,ACTIVE,Prepaid,OPPO,JOY 3 (A11W),Android,Google,27,7.29
MALE,1985,ACTIVE,Prepaid,SYMPHONY,"E25, D34, E75, S250",Android,Google,27,7.87
MALE,1982,ACTIVE,Prepaid,HUAWEI,ASCEND Y635-L21,Android,Google,27,8.08
MALE,1976,ACTIVE,Prepaid,SYMPHONY,"T100, L22, B14",Proprietary OS,Proprietary OS,27,8.17
FEMALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY ACE (GT-S5830I),Android,Google,27,8.29
MALE,1992,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,27,8.32
MALE,1987,ACTIVE,Prepaid,APPLE,IPHONE 6 LTE-A  (A1549),iOS,Apple,27,8.48
MALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,27,8.92
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,27,9.05
MALE,1995,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME VE DUOS (SM-G361H DS),Android,Google,27,9.35
MALE,1995,ACTIVE,Prepaid,XIAOMI,REDMI 5 (MDG1),Android,Google,27,9.79
FEMALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,27,10.02
MALE,1994,ACTIVE,Prepaid,GIONEE,PIONEER P5L,Android,Google,27,10.25
MALE,1963,ACTIVE,Prepaid,LG,F240S OPTIMUS G PRO,Android,Google,27,10.63
MALE,1998,ACTIVE,Prepaid,MICROMAX,X649,MTK RTOS,Motorola,27,10.84
MALE,1992,ACTIVE,Prepaid,LAVA,IRIS 41,Android,Google,27,10.88
MALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI 2A,Android,Google,27,11.00
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google,27,11.69
MALE,1983,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,27,11.75
MALE,1998,ACTIVE,Prepaid,BBK,VIVO Y11 TD,Android,Google,27,11.77
MALE,1988,ACTIVE,Prepaid,SYMPHONY,"T80, S200, W14, M44",Proprietary OS,Proprietary OS,27,11.90
MALE,1979,ACTIVE,Prepaid,ITEL,S11 PRO,Android,Google,27,12.26
MALE,1987,ACTIVE,Prepaid,NOKIA,"1280, 1282",Symbian OS,Symbian,27,12.31
MALE,1990,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,27,12.66
MALE,1975,ACTIVE,Prepaid,ITEL,S11 PRO,Android,Google,27,12.81
MALE,1998,ACTIVE,Prepaid,SYMPHONY,"E25, D34, E75, S250",Android,Google,27,12.89
MALE,1979,ACTIVE,Prepaid,SAMSUNG,GALAXY ACE NXT (SM-G313HU),Android,Google,27,12.94
MALE,1971,ACTIVE,Prepaid,WALTON,PRIMO R4 PLUS,Android,Google,27,13.01
MALE,1992,ACTIVE,Prepaid,NOKIA,105 DS (TA-1034),Symbian OS,Symbian,27,13.09
MALE,1979,ACTIVE,Prepaid,SYMPHONY,V49,Android,Google,27,13.31
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google,27,13.38
